269143,Équiterre,null,2017-06-14,['Climate'],['Climat'],"[""Prime Minister's Office (PMO)""]"
5260,La Compagnie des chemins de fer nationaux du Canada,The Canadian National Railway Company,2017-06-09,"['Infrastructure', 'Transportation']","['Infrastructure', 'Transportation']","['Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
360085,null,Black Lake First Nation,2017-06-06,['Energy'],['Energy'],['Environment and Climate Change Canada']
286266,null,Canadian Natural Resources Limited,2017-06-20,"['Research and Development', 'Science and Technology']","['Research and Development', 'Science and Technology']","['Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
286266,null,Canadian Natural Resources Limited,2017-06-21,"['Research and Development', 'Science and Technology']","['Research and Development', 'Science and Technology']",['Environment and Climate Change Canada']
4591,null,Canadian Vehicle Manufacturers' Association,2017-06-20,['Environment'],['Environment'],['Environment and Climate Change Canada']
13022,null,Environmental Defence Canada,2017-06-30,['Environment'],['Environment'],['Environment and Climate Change Canada']
13022,null,Environmental Defence Canada,2017-06-06,"['Energy', 'Environment']","['Energy', 'Environment']","['Environment and Climate Change Canada', 'House of Commons', 'Environment and Climate Change Canada']"
5005,null,Ontario Power Generation Inc.,2017-06-15,"['Energy', 'Environment']","['Energy', 'Environment']","['House of Commons', 'Environment and Climate Change Canada', 'Natural Resources Canada (NRCan)']"
17181,ASSOCIATION CANADIENNE DE L'ELECTRICITE,CANADIAN ELECTRICITY ASSOCIATION,2017-06-27,"['Energy', 'Environment', 'Infrastructure']","['Energy', 'Environment', 'Infrastructure']","['Natural Resources Canada (NRCan)', 'Environment and Climate Change Canada']"
358891,null,Fuel Cell Electric Vehicle (FCEV) Coalition through Fasken Martineau DuMoulin LLP,2017-06-06,"['Transportation', 'Environment']","['Transportation', 'Environment']",['Environment and Climate Change Canada']
358313,null,BMW Canada Inc.,2017-06-06,"['Environment', 'Infrastructure']","['Environment', 'Infrastructure']",['Environment and Climate Change Canada']
358315,null,Honda Canada Inc.,2017-06-06,"['Environment', 'Infrastructure']","['Environment', 'Infrastructure']",['Environment and Climate Change Canada']
339808,null,Hyundai Auto Canada,2017-06-06,"['Infrastructure', 'Environment']","['Infrastructure', 'Environment']",['Environment and Climate Change Canada']
339806,null,Kia Canada Inc.,2017-06-06,"['Environment', 'Infrastructure']","['Environment', 'Infrastructure']",['Environment and Climate Change Canada']
358311,null,Mercedes-Benz Canada Inc.,2017-06-08,"['Environment', 'Infrastructure']","['Environment', 'Infrastructure']",['Environment and Climate Change Canada']
358314,null,Toyota Canada Incorporated,2017-06-06,"['Environment', 'Infrastructure']","['Environment', 'Infrastructure']",['Environment and Climate Change Canada']
339087,Candu Énergie,Candu Energy Inc.,2017-06-16,"['Industry', 'International Trade', 'Climate']","['Industry', 'International Trade', 'Climate']","['Natural Resources Canada (NRCan)', 'Global Affairs Canada', 'Natural Resources Canada (NRCan)']"
339087,Candu Énergie,Candu Energy Inc.,2017-05-16,"['International Trade', 'Climate']","['International Trade', 'Climate']","['Innovation, Science and Economic Development Canada']"
339087,Candu Énergie,Candu Energy Inc.,2017-05-16,"['Energy', 'International Trade', 'Climate']","['Energy', 'International Trade', 'Climate']",['Global Affairs Canada']
14888,null,Toyota Canada Inc.,2017-06-06,"['Environment', 'Transportation', 'Infrastructure']","['Environment', 'Transportation', 'Infrastructure']",['Environment and Climate Change Canada']
12890,null,WEST COAST ENVIRONMENTAL LAW ASSOCIATION,2017-06-09,['Environment'],['Environment'],"['Environment and Climate Change Canada', 'Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
358225,Association canadienne de lindustrie de la chimie,Chemistry Industry Association of Canada,2017-07-07,"['Budget', 'Climate', 'Environment', 'Industry', 'International Trade']","['Budget', 'Climate', 'Environment', 'Industry', 'International Trade']","['Innovation, Science and Economic Development Canada']"
359259,null,EcoJustice,2017-06-09,"['Aboriginal Affairs', 'Climate', 'Energy', 'Environment']","['Aboriginal Affairs', 'Climate', 'Energy', 'Environment']",['Environment and Climate Change Canada']
357540,null,ALUS Canada,2017-06-13,"['Agriculture', 'Climate', 'Environment', 'Infrastructure']","['Agriculture', 'Climate', 'Environment', 'Infrastructure']","['Infrastructure Canada', 'Infrastructure Canada']"
359927,Énergie Valero Inc.,Valero,2017-06-16,['Environment'],['Environment'],['Environment and Climate Change Canada']
645,null,CANADIAN OILSEED PROCESSORS ASSOCIATION,2017-06-22,['Environment'],['Environment'],"['Environment and Climate Change Canada', 'Agriculture and Agri-Food Canada (AAFC)', 'Environment and Climate Change Canada']"
359888,null,Canola Council of Canada,2017-06-08,['Environment'],['Environment'],['Environment and Climate Change Canada']
61,null,GREENPEACE CANADA,2017-06-15,"['Environment', 'Forestry']","['Environment', 'Forestry']","['Environment and Climate Change Canada', 'Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
282264,Association Canadienne du Propane,Canadian Propane Association,2017-06-21,"['Energy', 'Environment', 'Climate', 'Transportation']","['Energy', 'Environment', 'Climate', 'Transportation']",['Senate of Canada']
282264,Association Canadienne du Propane,Canadian Propane Association,2017-06-27,['Environment'],['Environment'],"['Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
358100,Association des Pilotes d'Air Canada,Air Canada Pilots Association,2017-06-06,"['Transportation', 'Consumer Issues']","['Transportation', 'Consumer Issues']",['Environment and Climate Change Canada']
15673,Association canadienne des carburants,Canadian Fuels Association,2017-06-13,"['Energy', 'Climate']","['Energy', 'Climate']","['Natural Resources Canada (NRCan)', 'Natural Resources Canada (NRCan)']"
358100,Association des Pilotes d'Air Canada,Air Canada Pilots Association,2017-06-14,"['Transportation', 'Consumer Issues']","['Transportation', 'Consumer Issues']",['Environment and Climate Change Canada']
358100,Association des Pilotes d'Air Canada,Air Canada Pilots Association,2017-06-14,"['Transportation', 'Consumer Issues']","['Transportation', 'Consumer Issues']",['Environment and Climate Change Canada']
355387,null,NextEra Canada Development LP,2017-06-26,"['Climate', 'Economic Development', 'Energy', 'Environment', 'Infrastructure', 'Aboriginal Affairs']","['Climate', 'Economic Development', 'Energy', 'Environment', 'Infrastructure', 'Aboriginal Affairs']",['Infrastructure Canada']
355387,null,NextEra Canada Development LP,2017-06-26,"['Climate', 'Economic Development', 'Energy', 'Environment', 'Infrastructure', 'Aboriginal Affairs']","['Climate', 'Economic Development', 'Energy', 'Environment', 'Infrastructure', 'Aboriginal Affairs']",['Infrastructure Canada']
360071,Toyota Canada Inc. (via Casacom),Toyota Canada Inc. (through Casacom),2017-06-27,"['Transportation', 'Climate', 'Economic Development', 'Research and Development']","['Transportation', 'Climate', 'Economic Development', 'Research and Development']","['Innovation, Science and Economic Development Canada']"
360071,Toyota Canada Inc. (via Casacom),Toyota Canada Inc. (through Casacom),2017-06-27,"['Transportation', 'Climate', 'Economic Development', 'Research and Development']","['Transportation', 'Climate', 'Economic Development', 'Research and Development']",['Transport Canada (TC)']
360071,Toyota Canada Inc. (via Casacom),Toyota Canada Inc. (through Casacom),2017-06-29,"['Transportation', 'Climate', 'Economic Development', 'Research and Development']","['Transportation', 'Climate', 'Economic Development', 'Research and Development']",['Transport Canada (TC)']
226641,Association Canadienne des Producteurs Pétroliers,Canadian Association of Petroleum Producers,2017-06-08,['Environment'],['Environment'],['Environment and Climate Change Canada']
13501,COMPAGNIE GENERAL MOTORS DU CANADA,GENERAL MOTORS OF CANADA COMPANY,2017-06-20,['Environment'],['Environment'],['Environment and Climate Change Canada']
15472,Fédération canadienne de la faune,Canadian Wildlife Federation,2017-06-19,['Budget'],['Budget'],"['Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
223484,null,Nova Scotia Power Incorporated,2017-06-26,"['Environment', 'Climate']","['Environment', 'Climate']",['Natural Resources Canada (NRCan)']
223484,null,Nova Scotia Power Incorporated,2017-06-27,['Climate'],['Climate'],"['Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
4590,Fédération canadienne de l’entreprise indépendante (FCEI),Canadian Federation of Independent Business (CFIB),2017-06-21,"['Environment', 'Small Business']","['Environment', 'Small Business']",['Environment and Climate Change Canada']
16987,null,DUCKS UNLIMITED CANADA,2017-06-19,['Environment'],['Environment'],"['Environment and Climate Change Canada', 'Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
16500,Fondation David Suzuki,David Suzuki Foundation,2017-06-27,['Environment'],['Environment'],"['Environment and Climate Change Canada', 'Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
15787,La Chambre de commerce du Canada,Canadian Chamber of Commerce,2017-06-20,"['Energy', 'Environment', 'Mining']","['Energy', 'Environment', 'Mining']","['Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
16500,Fondation David Suzuki,David Suzuki Foundation,2017-06-01,['Environment'],['Environment'],['Environment and Climate Change Canada']
16500,Fondation David Suzuki,David Suzuki Foundation,2017-06-01,['Environment'],['Environment'],['Environment and Climate Change Canada']
237921,Conseil du bâtiment durable du Canada.,Canada Green Building Council,2017-06-14,"['Climate', 'Infrastructure']","['Climate', 'Infrastructure']","['Natural Resources Canada (NRCan)', 'Treasury Board Of Canada Secretariat (TBS)']"
16500,Fondation David Suzuki,David Suzuki Foundation,2017-06-19,['Environment'],['Environment'],"['Environment and Climate Change Canada', 'Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
237921,Conseil du bâtiment durable du Canada.,Canada Green Building Council,2017-06-28,"['Climate', 'Infrastructure']","['Climate', 'Infrastructure']","['Environment and Climate Change Canada', 'Treasury Board Of Canada Secretariat (TBS)', 'Environment and Climate Change Canada']"
237921,Conseil du bâtiment durable du Canada.,Canada Green Building Council,2017-06-29,"['Climate', 'Infrastructure']","['Climate', 'Infrastructure']","['Employment and Social Development Canada (ESDC)', 'Natural Resources Canada (NRCan)', 'Employment and Social Development Canada (ESDC)', 'Natural Resources Canada (NRCan)', 'Natural Resources Canada (NRCan)']"
4669,null,PEMBINA INSTITUTE,2017-06-28,"['Energy', 'Environment', 'Industry', 'Climate']","['Energy', 'Environment', 'Industry', 'Climate']",['Environment and Climate Change Canada']
306985,null,Rio Tinto Canada Management Inc,2017-06-09,"['Environment', 'Climate']","['Environment', 'Climate']","['Fisheries and Oceans Canada (DFO)', 'Fisheries and Oceans Canada (DFO)']"
359884,null,The International CCS Knowledge Centre,2017-06-28,"['Climate', 'Environment']","['Climate', 'Environment']",['Environment and Climate Change Canada']
359884,null,The International CCS Knowledge Centre,2017-06-28,"['Climate', 'Environment', 'International Development']","['Climate', 'Environment', 'International Development']",['Environment and Climate Change Canada']
226822,null,Saskatchewan Power Corporation,2017-06-27,['Energy'],['Energy'],"['Natural Resources Canada (NRCan)', 'Environment and Climate Change Canada', 'Environment and Climate Change Canada', 'Natural Resources Canada (NRCan)', 'Natural Resources Canada (NRCan)', 'Natural Resources Canada (NRCan)']"
514,Conseil canadien des chefs d'entreprise,Canadian Council of Chief Executives,2017-06-22,"['Energy', 'Environment', 'Industry', 'Infrastructure', 'Mining', 'Transportation', 'Climate', 'Economic Development']","['Energy', 'Environment', 'Industry', 'Infrastructure', 'Mining', 'Transportation', 'Climate', 'Economic Development']","['Canadian Environmental Assessment Agency (CEAA)', 'Canadian Environmental Assessment Agency (CEAA)']"
226822,null,Saskatchewan Power Corporation,2017-06-28,['Energy'],['Energy'],"['Environment and Climate Change Canada', 'Fisheries and Oceans Canada (DFO)', 'Environment and Climate Change Canada', 'Environment and Climate Change Canada', 'Infrastructure Canada']"
226822,null,Saskatchewan Power Corporation,2017-06-29,['Energy'],['Energy'],"['Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
6324,null,"J.D. Irving, Limited",2017-06-02,['Forestry'],['Forestry'],['Environment and Climate Change Canada']
16503,Société pour la nature et les parcs du Canada,Canadian Parks and Wilderness Society,2017-06-19,['Environment'],['Environment'],"['Environment and Climate Change Canada', 'Environment and Climate Change Canada', 'Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
16503,Société pour la nature et les parcs du Canada,Canadian Parks and Wilderness Society,2017-06-21,['Environment'],['Environment'],['Environment and Climate Change Canada']
12699,L'association minière du Canada (AMC),The Mining Association of Canada (MAC),2017-06-02,"['Environment', 'Mining']","['Environment', 'Mining']",['Environment and Climate Change Canada']
12699,L'association minière du Canada (AMC),The Mining Association of Canada (MAC),2017-06-02,"['Environment', 'Mining']","['Environment', 'Mining']",['Environment and Climate Change Canada']
12699,L'association minière du Canada (AMC),The Mining Association of Canada (MAC),2017-06-05,"['Environment', 'Mining']","['Environment', 'Mining']",['Environment and Climate Change Canada']
12699,L'association minière du Canada (AMC),The Mining Association of Canada (MAC),2017-06-20,"['Environment', 'Mining']","['Environment', 'Mining']","['Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
12699,L'association minière du Canada (AMC),The Mining Association of Canada (MAC),2017-06-21,"['Environment', 'Mining']","['Environment', 'Mining']","['Environment and Climate Change Canada', 'Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
357469,Campagne Internationale pour la Conservation Boreale,International Boreal Conservation Campaign,2017-06-26,"['Aboriginal Affairs', 'Environment', 'Fisheries']","['Aboriginal Affairs', 'Environment', 'Fisheries']","['Environment and Climate Change Canada', 'Fisheries and Oceans Canada (DFO)', ""Prime Minister's Office (PMO)""]"
441,null,NATURE CANADA,2017-06-09,"['Environment', 'Budget']","['Environment', 'Budget']","['Parks Canada', 'Innovation, Science and Economic Development Canada', 'Infrastructure Canada', 'Fisheries and Oceans Canada (DFO)', 'Infrastructure Canada', 'Natural Resources Canada (NRCan)', 'Agriculture and Agri-Food Canada (AAFC)', 'Fisheries and Oceans Canada (DFO)', 'Fisheries and Oceans Canada (DFO)', 'Environment and Climate Change Canada', 'Environment and Climate Change Canada', 'Environment and Climate Change Canada', 'Treasury Board Of Canada Secretariat (TBS)', 'Indigenous and Northern Affairs Canada', 'Indigenous and Northern Affairs Canada', 'Natural Resources Canada (NRCan)', 'Finance Canada (FIN)']"
274104,null,ATCO Ltd.,2017-06-07,"['Energy', 'Environment']","['Energy', 'Environment']",['Environment and Climate Change Canada']
274104,null,ATCO Ltd.,2017-06-07,"['Energy', 'Environment']","['Energy', 'Environment']",['Environment and Climate Change Canada']
367,Congrès du travail du Canada,Canadian Labour Congress,2017-06-22,"['Labour', 'Employment and Training', 'Environment', 'Climate']","['Labour', 'Employment and Training', 'Environment', 'Climate']","['Environment and Climate Change Canada', 'Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
367,Congrès du travail du Canada,Canadian Labour Congress,2017-06-22,"['Labour', 'Employment and Training', 'Environment', 'Climate']","['Labour', 'Employment and Training', 'Environment', 'Climate']",['Environment and Climate Change Canada']
274104,null,ATCO Ltd.,2017-06-27,"['Energy', 'Environment']","['Energy', 'Environment']",['Environment and Climate Change Canada']
357516,null,"Covanta Burnaby Renewable Energy, ULC",2017-06-14,"['Climate', 'Economic Development', 'Energy', 'Infrastructure', 'Science and Technology']","['Climate', 'Economic Development', 'Energy', 'Infrastructure', 'Science and Technology']",['Public Services and Procurement Canada']
357516,null,"Covanta Burnaby Renewable Energy, ULC",2017-06-14,"['Climate', 'Energy', 'Environment']","['Climate', 'Energy', 'Environment']",['Environment and Climate Change Canada']
222961,association canadienne de pipelines d'energie,Canadian Energy Pipeline Association,2017-06-15,"['Energy', 'Environment', 'Infrastructure']","['Energy', 'Environment', 'Infrastructure']","['Environment and Climate Change Canada', 'Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
12699,L'association minière du Canada (AMC),The Mining Association of Canada (MAC),2017-06-22,['Mining'],['Mining'],['Environment and Climate Change Canada']
15441,ASSOCIATION CANADIENNE DE PIPELINES D'ÉNERGIE,CANADIAN ENERGY PIPELINE ASSOCIATION,2017-06-15,"['Energy', 'Environment']","['Energy', 'Environment']","['Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
360030,null,S2E Technologies Inc.,2017-06-20,"['Climate', 'Economic Development', 'Energy', 'Environment']","['Climate', 'Economic Development', 'Energy', 'Environment']",['Canadian Northern Economic Development Agency (CanNor)']
360030,null,S2E Technologies Inc.,2017-06-20,"['Climate', 'Economic Development', 'Energy', 'Environment']","['Climate', 'Economic Development', 'Energy', 'Environment']",['Canadian Northern Economic Development Agency (CanNor)']
358514,COLLEGE DU PACIFIQUE LESTER B. PEARSON ET COLLEGES DU MONDE UNI (CANADA) INC.,LESTER B. PEARSON COLLEGE OF THE PACIFIC AND UNITED WORLD COLLEGES (CANADA) INC,2017-06-14,"['Education', 'Environment']","['Education', 'Environment']",['Environment and Climate Change Canada']
5215,Suncor Énergie Inc.,Suncor Energy Inc.,2017-06-21,"['Energy', 'Environment']","['Energy', 'Environment']","['Environment and Climate Change Canada', 'Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
5215,Suncor Énergie Inc.,Suncor Energy Inc.,2017-06-20,"['Energy', 'Environment', 'Climate']","['Energy', 'Environment', 'Climate']","['Natural Resources Canada (NRCan)', 'Natural Resources Canada (NRCan)', 'Natural Resources Canada (NRCan)', 'Natural Resources Canada (NRCan)']"
5215,Suncor Énergie Inc.,Suncor Energy Inc.,2017-06-20,"['Energy', 'Environment', 'Climate']","['Energy', 'Environment', 'Climate']","['Environment and Climate Change Canada', 'Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
5215,Suncor Énergie Inc.,Suncor Energy Inc.,2017-06-21,"['Energy', 'Environment', 'Climate']","['Energy', 'Environment', 'Climate']","['Innovation, Science and Economic Development Canada']"
5215,Suncor Énergie Inc.,Suncor Energy Inc.,2017-06-21,"['Energy', 'Environment', 'Climate']","['Energy', 'Environment', 'Climate']","['Innovation, Science and Economic Development Canada', 'Innovation, Science and Economic Development Canada']"
5215,Suncor Énergie Inc.,Suncor Energy Inc.,2017-06-14,"['Aboriginal Affairs', 'Environment', 'Infrastructure', 'Climate']","['Aboriginal Affairs', 'Environment', 'Infrastructure', 'Climate']","['Natural Resources Canada (NRCan)', 'Natural Resources Canada (NRCan)']"
226821,null,"Ford Motor Company of Canada, Ltd.",2017-06-20,"['Environment', 'Climate']","['Environment', 'Climate']",['Environment and Climate Change Canada']
13608,L'Association canadienne des producteurs d'acier,Canadian Steel Producers Association,2017-06-06,"['Environment', 'Infrastructure', 'International Trade']","['Environment', 'Infrastructure', 'International Trade']","['Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
334906,null,LNG Canada Development Inc.,2017-06-21,['Energy'],['Energy'],['Environment and Climate Change Canada']
334906,null,LNG Canada Development Inc.,2017-06-20,['Energy'],['Energy'],"['Environment and Climate Change Canada', 'Natural Resources Canada (NRCan)']"
13465,null,FCA Canada Inc.,2017-06-20,['Environment'],['Environment'],['Environment and Climate Change Canada']
312425,null,"Silicones Enviromental, Health, and Safety Center",2017-07-11,['Environment'],['Environment'],"['Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
377,null,CAMECO CORPORATION,2017-06-06,"['Aboriginal Affairs', 'Energy', 'Environment', 'Industry', 'International Relations', 'International Trade', 'Mining', 'Employment and Training', 'Infrastructure']","['Aboriginal Affairs', 'Energy', 'Environment', 'Industry', 'International Relations', 'International Trade', 'Mining', 'Employment and Training', 'Infrastructure']","['Justice Canada (JC)', 'Justice Canada (JC)', 'Environment and Climate Change Canada', 'Environment and Climate Change Canada', 'Public Safety Canada (PS)', 'Finance Canada (FIN)', 'Public Safety Canada (PS)', 'Employment and Social Development Canada (ESDC)', 'Environment and Climate Change Canada', 'Infrastructure Canada', 'Finance Canada (FIN)']"
226041,Le fonds mondial pour la nature,World Wildlife Fund Canada,2017-06-19,"['Environment', 'Taxation and Finance']","['Environment', 'Taxation and Finance']","['Environment and Climate Change Canada', 'Environment and Climate Change Canada', 'Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
359848,ArcelorMittal Exploitation minière Canada s.e.n.c.,ArcelorMittal Mining Canada,2017-07-17,"['Environment', 'Mining']","['Environment', 'Mining']","['Fisheries and Oceans Canada (DFO)', 'Natural Resources Canada (NRCan)', 'Environment and Climate Change Canada']"
377,null,CAMECO CORPORATION,2017-06-06,"['Aboriginal Affairs', 'Industry', 'Mining']","['Aboriginal Affairs', 'Industry', 'Mining']","['Indigenous and Northern Affairs Canada', 'Environment and Climate Change Canada', 'Environment and Climate Change Canada', 'Innovation, Science and Economic Development Canada']"
5101,null,Transat A.T. Inc.,2017-07-11,"['Consumer Issues', 'Taxation and Finance', 'Transportation', 'Climate']","['Consumer Issues', 'Taxation and Finance', 'Transportation', 'Climate']","['Transport Canada (TC)', 'Transport Canada (TC)', 'Transport Canada (TC)']"
235601,null,TELUS Corporation,2017-07-20,['Infrastructure'],['Infrastructure'],['Environment and Climate Change Canada']
563,Fertilisants Canada,Fertilizer Canada,2017-07-20,['Environment'],['Environment'],['Environment and Climate Change Canada']
278084,null,Loblaw Companies Limited,2017-07-04,"['Agriculture', 'Health', 'Environment', 'Consumer Issues', 'Climate', 'Research and Development', 'Science and Technology']","['Agriculture', 'Health', 'Environment', 'Consumer Issues', 'Climate', 'Research and Development', 'Science and Technology']",['House of Commons']
278084,null,Loblaw Companies Limited,2017-07-05,"['Agriculture', 'Health', 'Environment', 'Consumer Issues', 'Climate', 'Research and Development', 'Science and Technology']","['Agriculture', 'Health', 'Environment', 'Consumer Issues', 'Climate', 'Research and Development', 'Science and Technology']",['House of Commons']
278084,null,Loblaw Companies Limited,2017-07-05,"['Agriculture', 'Health', 'Environment', 'Climate', 'Transportation']","['Agriculture', 'Health', 'Environment', 'Climate', 'Transportation']",['House of Commons']
278084,null,Loblaw Companies Limited,2017-07-11,"['Agriculture', 'Health', 'Environment', 'Consumer Issues', 'Climate', 'Economic Development', 'Research and Development']","['Agriculture', 'Health', 'Environment', 'Consumer Issues', 'Climate', 'Economic Development', 'Research and Development']",['House of Commons']
278084,null,Loblaw Companies Limited,2017-07-12,"['Agriculture', 'Health', 'Environment', 'Consumer Issues', 'Labour', 'Climate', 'Transportation', 'Economic Development']","['Agriculture', 'Health', 'Environment', 'Consumer Issues', 'Labour', 'Climate', 'Transportation', 'Economic Development']",['House of Commons']
278084,null,Loblaw Companies Limited,2017-07-13,"['Agriculture', 'Health', 'Environment', 'Consumer Issues', 'Climate', 'Science and Technology']","['Agriculture', 'Health', 'Environment', 'Consumer Issues', 'Climate', 'Science and Technology']",['House of Commons']
278084,null,Loblaw Companies Limited,2017-07-17,"['Agriculture', 'Health', 'Environment', 'Labour', 'Climate', 'Economic Development']","['Agriculture', 'Health', 'Environment', 'Labour', 'Climate', 'Economic Development']",['House of Commons']
328866,null,Syncrude Canada Ltd.,2017-07-13,"['Environment', 'Mining']","['Environment', 'Mining']","['Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
328866,null,Syncrude Canada Ltd.,2017-07-19,"['Environment', 'Mining']","['Environment', 'Mining']","['Environment and Climate Change Canada', 'Canadian Environmental Assessment Agency (CEAA)', 'Environment and Climate Change Canada', 'Natural Resources Canada (NRCan)']"
360341,null,Big Moon Canada Corporation,2017-07-24,['Energy'],['Energy'],"['Environment and Climate Change Canada', 'Environment and Climate Change Canada', 'Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
360341,null,Big Moon Canada Corporation,2017-07-14,['Energy'],['Energy'],['Environment and Climate Change Canada']
286266,null,Canadian Natural Resources Limited,2017-07-20,"['Climate', 'Energy', 'Environment']","['Climate', 'Energy', 'Environment']","['Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
286266,null,Canadian Natural Resources Limited,2017-07-20,"['Climate', 'Energy', 'Environment']","['Climate', 'Energy', 'Environment']",['Environment and Climate Change Canada']
286266,null,Canadian Natural Resources Limited,2017-07-20,"['Climate', 'Energy', 'Environment']","['Climate', 'Energy', 'Environment']",['Natural Resources Canada (NRCan)']
136,Association des produits forestiers du Canada,Forest Products Association of Canada,2017-07-26,['Forestry'],['Forestry'],['Environment and Climate Change Canada']
136,Association des produits forestiers du Canada,Forest Products Association of Canada,2017-07-26,['Forestry'],['Forestry'],['Environment and Climate Change Canada']
278084,null,Loblaw Companies Limited,2017-07-26,"['Agriculture', 'Health', 'Environment', 'Climate']","['Agriculture', 'Health', 'Environment', 'Climate']",['House of Commons']
278084,null,Loblaw Companies Limited,2017-07-26,"['Agriculture', 'Health', 'Environment', 'Consumer Issues', 'International Trade', 'Climate', 'Research and Development']","['Agriculture', 'Health', 'Environment', 'Consumer Issues', 'International Trade', 'Climate', 'Research and Development']",['House of Commons']
278084,null,Loblaw Companies Limited,2017-07-26,"['Agriculture', 'Health', 'Fisheries', 'Environment', 'Climate']","['Agriculture', 'Health', 'Fisheries', 'Environment', 'Climate']",['House of Commons']
4543,null,Enbridge Inc.,2017-06-15,"['Aboriginal Affairs', 'Energy', 'Environment', 'International Trade']","['Aboriginal Affairs', 'Energy', 'Environment', 'International Trade']",['Environment and Climate Change Canada']
4543,null,Enbridge Inc.,2017-06-15,"['Aboriginal Affairs', 'Energy', 'Environment', 'International Trade']","['Aboriginal Affairs', 'Energy', 'Environment', 'International Trade']",['Environment and Climate Change Canada']
358730,Économie verte Canada,Green Economy Canada,2017-07-18,"['Environment', 'Climate', 'Economic Development', 'Energy', 'Municipalities']","['Environment', 'Climate', 'Economic Development', 'Energy', 'Municipalities']","['Innovation, Science and Economic Development Canada', 'Innovation, Science and Economic Development Canada']"
358730,Économie verte Canada,Green Economy Canada,2017-07-18,"['Environment', 'Climate', 'Economic Development', 'Energy', 'Municipalities']","['Environment', 'Climate', 'Economic Development', 'Energy', 'Municipalities']","['Environment and Climate Change Canada', 'Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
358730,Économie verte Canada,Green Economy Canada,2017-07-18,"['Environment', 'Climate', 'Economic Development', 'Energy', 'Municipalities']","['Environment', 'Climate', 'Economic Development', 'Energy', 'Municipalities']",['Environment and Climate Change Canada']
277245,Association des parcs universitaires de recherche,Association of University Research Parks Canada,2017-06-06,"['Science and Technology', 'Research and Development', 'Climate']","['Science and Technology', 'Research and Development (R&D)', 'Climate']","['Environment and Climate Change Canada', 'Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
5302,null,The University of Winnipeg,2017-07-26,"['Education', 'Environment']","['Education', 'Environment']",['House of Commons']
136,Association des produits forestiers du Canada,Forest Products Association of Canada,2017-07-24,"['Environment', 'Forestry']","['Environment', 'Forestry']","['Environment and Climate Change Canada', 'Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
17195,null,Canadian Canola Growers Association,2017-07-18,"['Agriculture', 'Environment']","['Agriculture', 'Environment']","['Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
359426,Biocarburants avances Canada,Advanced Biofuels Canada,2017-07-04,"['Agriculture', 'Climate', 'Economic Development', 'Energy', 'Environment', 'Forestry', 'Industry', 'Science and Technology', 'Transportation']","['Agriculture', 'Climate', 'Economic Development', 'Energy', 'Environment', 'Forestry', 'Industry', 'Science and Technology', 'Transportation']","['Environment and Climate Change Canada', 'Environment and Climate Change Canada', 'Environment and Climate Change Canada']"
359426,Biocarburants avances Canada,Advanced Biofuels Canada,2017-07-13,"['Agriculture', 'Climate', 'Economic Development', 'Energy', 'Environment', 'Forestry', 'Industry', 'Science and Technology', 'Transportation']","['Agriculture', 'Climate', 'Economic Development', 'Energy', 'Environment', 'Forestry', 'Industry', 'Science and Technology', 'Transportation']",['Environment and Climate Change Canada']
359426,Biocarburants avances Canada,Advanced Biofuels Canada,2017-07-31,"['Agriculture', 'Climate', 'Economic Development', 'Energy', 'Environment', 'Forestry', 'Industry', 'Science and Technology', 'Transportation']","['Agriculture', 'Climate', 'Economic Development', 'Energy', 'Environment', 'Forestry', 'Industry', 'Science and Technology', 'Transportation']",['Environment and Climate Change Canada']
359848,ArcelorMittal Exploitation minière Canada s.e.n.c.,ArcelorMittal Mining Canada,2017-08-03,"['Environment', 'Mining']","['Environment', 'Mining']",['Environment and Climate Change Canada']
